midPrice,sell,buy,installment,updated_at
,892563,870248,892563,2022-10-18T00:00:00.000Z
,888477,866265,888477,2022-10-17T00:00:00.000Z
,893156,870827,893156,2022-10-15T00:00:00.000Z
,893128,870799,893128,2022-10-14T00:00:00.000Z
,897800,875355,897800,2022-10-13T00:00:00.000Z
,891928,869629,891928,2022-10-12T00:00:00.000Z
,891506,869218,891506,2022-10-11T00:00:00.000Z
,901291,878758,901291,2022-10-10T00:00:00.000Z
,904158,881554,904158,2022-10-08T00:00:00.000Z
,904088,881485,904088,2022-10-07T00:00:00.000Z
,904199,881594,904199,2022-10-06T00:00:00.000Z
,907559,884870,907559,2022-10-05T00:00:00.000Z
,900388,877878,900388,2022-10-04T00:00:00.000Z
,892480,870168,892480,2022-09-30T00:00:00.000Z
,890470,868208,890470,2022-09-29T00:00:00.000Z
,882430,860369,882430,2022-09-28T00:00:00.000Z
,880420,858409,880420,2022-09-27T00:00:00.000Z
,882430,860369,882430,2022-09-26T00:00:00.000Z
,892480,870168,892480,2022-09-23T00:00:00.000Z
,890470,868208,890470,2022-09-22T00:00:00.000Z
,890470,868208,890470,2022-09-21T00:00:00.000Z
,895495,873107,895495,2022-09-20T00:00:00.000Z
,894490,872127,894490,2022-09-19T00:00:00.000Z
,887455,865268,887455,2022-09-16T00:00:00.000Z
,892890,870567,892890,2022-09-15T00:00:00.000Z
,897705,875262,897705,2022-09-14T00:00:00.000Z
,903928,881329,903928,2022-09-13T00:00:00.000Z
,902264,879707,902264,2022-09-12T00:00:00.000Z
,901520,878982,901520,2022-09-10T00:00:00.000Z
,901469,878932,901469,2022-09-09T00:00:00.000Z
,896248,873841,896248,2022-09-08T00:00:00.000Z
,892116,869813,892116,2022-09-07T00:00:00.000Z
,898170,875715,898170,2022-09-06T00:00:00.000Z
,897936,875487,897936,2022-09-05T00:00:00.000Z
,894249,871892,894249,2022-09-03T00:00:00.000Z
,894236,871880,894236,2022-09-02T00:00:00.000Z
,891778,869483,891778,2022-09-01T00:00:00.000Z
,899799,877304,899799,2022-08-31T00:00:00.000Z
,906380,883720,906380,2022-08-30T00:00:00.000Z
,905184,882554,905184,2022-08-29T00:00:00.000Z
,909012,886286,909012,2022-08-27T00:00:00.000Z
,909382,886647,909382,2022-08-26T00:00:00.000Z
,910796,890303,910796,2022-08-25T00:00:00.000Z
,908518,888076,908518,2022-08-24T00:00:00.000Z
,906238,885847,906238,2022-08-23T00:00:00.000Z
,905865,885483,905865,2022-08-22T00:00:00.000Z
,909161,888704,909161,2022-08-20T00:00:00.000Z
,909405,888943,909405,2022-08-19T00:00:00.000Z
,911677,891164,911677,2022-08-18T00:00:00.000Z
,915597,894996,915597,2022-08-17T00:00:00.000Z
,916071,895459,916071,2022-08-16T00:00:00.000Z
,922292,901540,922292,2022-08-15T00:00:00.000Z
,925635,904808,925635,2022-08-13T00:00:00.000Z
,925189,904372,925189,2022-08-12T00:00:00.000Z
,928866,907966,928866,2022-08-11T00:00:00.000Z
,930462,909526,930462,2022-08-10T00:00:00.000Z
,932823,911834,932823,2022-08-09T00:00:00.000Z
,926647,905797,926647,2022-08-08T00:00:00.000Z
,931711,910747,931711,2022-08-06T00:00:00.000Z
,932046,911074,932046,2022-08-05T00:00:00.000Z
,923439,902661,923439,2022-08-04T00:00:00.000Z
,918156,897497,918156,2022-08-03T00:00:00.000Z
,923733,902949,923733,2022-08-02T00:00:00.000Z
,919074,898394,919074,2022-08-01T00:00:00.000Z
,914634,894054,914634,2022-07-30T00:00:00.000Z
,914661,894081,914661,2022-07-29T00:00:00.000Z
,912997,892454,912997,2022-07-28T00:00:00.000Z
,907562,887141,907562,2022-07-27T00:00:00.000Z
,907479,887060,907479,2022-07-26T00:00:00.000Z
,910341,889858,910341,2022-07-25T00:00:00.000Z
,907303,886888,907303,2022-07-23T00:00:00.000Z
,907308,886893,907308,2022-07-22T00:00:00.000Z
,896497,878567,896497,2022-07-21T00:00:00.000Z
,900041,882040,900041,2022-07-20T00:00:00.000Z
,899719,881724,899719,2022-07-19T00:00:00.000Z
,899919,881920,899919,2022-07-18T00:00:00.000Z
,899801,881804,899801,2022-07-16T00:00:00.000Z
,899817,881820,899817,2022-07-15T00:00:00.000Z
,904678,886584,904678,2022-07-14T00:00:00.000Z
,902853,884795,902853,2022-07-13T00:00:00.000Z
,906472,888342,906472,2022-07-12T00:00:00.000Z
,907216,889071,907216,2022-07-11T00:00:00.000Z
,906665,888531,906665,2022-07-09T00:00:00.000Z
,907087,888945,907087,2022-07-08T00:00:00.000Z
,914166,895882,914166,2022-07-07T00:00:00.000Z
,912750,894495,912750,2022-07-06T00:00:00.000Z
,925599,907087,925599,2022-07-05T00:00:00.000Z
,928500,909930,928500,2022-07-04T00:00:00.000Z
,924795,906299,924795,2022-07-02T00:00:00.000Z
,924041,905560,924041,2022-07-01T00:00:00.000Z
,928720,910145,928720,2022-06-30T00:00:00.000Z
,928127,909564,928127,2022-06-29T00:00:00.000Z
,928580,910008,928580,2022-06-28T00:00:00.000Z
,934341,915654,934341,2022-06-27T00:00:00.000Z
,935403,916694,935403,2022-06-25T00:00:00.000Z
,935358,916650,935358,2022-06-24T00:00:00.000Z
,936062,919680,936062,2022-06-23T00:00:00.000Z
,934288,917937,934288,2022-06-22T00:00:00.000Z
,936003,919622,936003,2022-06-21T00:00:00.000Z
,935920,919541,935920,2022-06-20T00:00:00.000Z
,935278,918910,935278,2022-06-18T00:00:00.000Z
,936695,920302,936695,2022-06-17T00:00:00.000Z
,931796,915489,931796,2022-06-16T00:00:00.000Z
,924076,907904,924076,2022-06-15T00:00:00.000Z
,921617,905488,921617,2022-06-14T00:00:00.000Z
,929816,913544,929816,2022-06-13T00:00:00.000Z
,925221,909029,925221,2022-06-11T00:00:00.000Z
,924111,907939,924111,2022-06-10T00:00:00.000Z
,919917,903818,919917,2022-06-09T00:00:00.000Z
,919931,903832,919931,2022-06-08T00:00:00.000Z
,915311,899293,915311,2022-06-07T00:00:00.000Z
,919407,903317,919407,2022-06-06T00:00:00.000Z
,923541,907379,923541,2022-06-04T00:00:00.000Z
,923884,907716,923884,2022-06-03T00:00:00.000Z
,926123,909915,926123,2022-06-02T00:00:00.000Z
,924211,908037,924211,2022-06-01T00:00:00.000Z
,926862,910641,926862,2022-05-31T00:00:00.000Z
,927208,910981,927208,2022-05-30T00:00:00.000Z
,927838,911600,927838,2022-05-28T00:00:00.000Z
,927843,911605,927843,2022-05-27T00:00:00.000Z
,927087,910862,927087,2022-05-26T00:00:00.000Z
,930320,914039,930320,2022-05-25T00:00:00.000Z
,927586,911353,927586,2022-05-24T00:00:00.000Z
,925331,909137,925331,2022-05-23T00:00:00.000Z
,922931,906779,922931,2022-05-21T00:00:00.000Z
,922914,906763,922914,2022-05-20T00:00:00.000Z
,914700,898692,914700,2022-05-19T00:00:00.000Z
,913705,897715,913705,2022-05-18T00:00:00.000Z
,915577,899554,915577,2022-05-17T00:00:00.000Z
,909180,893269,909180,2022-05-16T00:00:00.000Z
,911914,895955,911914,2022-05-14T00:00:00.000Z
,911924,895965,911924,2022-05-13T00:00:00.000Z
,915896,899867,915896,2022-05-12T00:00:00.000Z
,916307,900271,916307,2022-05-11T00:00:00.000Z
,917879,901816,917879,2022-05-10T00:00:00.000Z
,918811,902731,918811,2022-05-09T00:00:00.000Z
,923967,907797,923967,2022-05-07T00:00:00.000Z
,924982,908794,924982,2022-05-06T00:00:00.000Z
,927197,910971,927197,2022-05-05T00:00:00.000Z
,922068,905931,922068,2022-05-04T00:00:00.000Z
,921173,905052,921173,2022-05-03T00:00:00.000Z
,920977,904859,920977,2022-05-02T00:00:00.000Z
,923948,907778,923948,2022-04-30T00:00:00.000Z
,928303,912057,928303,2022-04-29T00:00:00.000Z
,920785,904671,920785,2022-04-28T00:00:00.000Z
,923982,907812,923982,2022-04-27T00:00:00.000Z
,924371,908194,924371,2022-04-26T00:00:00.000Z
,928345,912098,928345,2022-04-25T00:00:00.000Z
,938394,921972,938394,2022-04-23T00:00:00.000Z
,938767,922338,938767,2022-04-22T00:00:00.000Z
,940505,924046,940505,2022-04-21T00:00:00.000Z
,940487,924028,940487,2022-04-20T00:00:00.000Z
,946386,929824,946386,2022-04-19T00:00:00.000Z
,952185,935521,952185,2022-04-18T00:00:00.000Z
,948233,931638,948233,2022-04-16T00:00:00.000Z
,948254,931659,948254,2022-04-15T00:00:00.000Z
,947864,931276,947864,2022-04-14T00:00:00.000Z
,945872,929319,945872,2022-04-13T00:00:00.000Z
,942887,926386,942887,2022-04-12T00:00:00.000Z
,938390,921968,938390,2022-04-11T00:00:00.000Z
,933236,916904,933236,2022-04-09T00:00:00.000Z
,933201,916869,933201,2022-04-08T00:00:00.000Z
,929744,913473,929744,2022-04-07T00:00:00.000Z
,930319,914038,930319,2022-04-06T00:00:00.000Z
,936458,920069,936458,2022-04-05T00:00:00.000Z
,934820,918460,934820,2022-04-04T00:00:00.000Z
,934378,918026,934378,2022-04-02T00:00:00.000Z
,935028,918665,935028,2022-04-01T00:00:00.000Z
,933136,916806,933136,2022-03-31T00:00:00.000Z
,931272,914974,931272,2022-03-30T00:00:00.000Z
,930688,914400,930688,2022-03-29T00:00:00.000Z
,940870,924404,940870,2022-03-28T00:00:00.000Z
,933111,916781,933111,2022-03-26T00:00:00.000Z
,935298,918930,935298,2022-03-25T00:00:00.000Z
,934237,917887,934237,2022-03-24T00:00:00.000Z
,918315,902244,918315,2022-03-23T00:00:00.000Z
,922526,906381,922526,2022-03-22T00:00:00.000Z
,918876,902795,918876,2022-03-21T00:00:00.000Z
,921082,904963,921082,2022-03-19T00:00:00.000Z
,923161,907005,923161,2022-03-18T00:00:00.000Z
,926836,910616,926836,2022-03-17T00:00:00.000Z
,916984,900936,916984,2022-03-16T00:00:00.000Z
,920921,904804,920921,2022-03-15T00:00:00.000Z
,937104,920704,937104,2022-03-14T00:00:00.000Z
,940812,924347,940812,2022-03-12T00:00:00.000Z
,937935,921521,937935,2022-03-11T00:00:00.000Z
,941515,925038,941515,2022-03-10T00:00:00.000Z
,948019,931428,948019,2022-03-09T00:00:00.000Z
,978409,961286,978409,2022-03-08T00:00:00.000Z
,942123,925635,942123,2022-03-07T00:00:00.000Z
,935876,919498,935876,2022-03-05T00:00:00.000Z
,921037,904918,921037,2022-03-04T00:00:00.000Z
,919142,903057,919142,2022-03-03T00:00:00.000Z
,919538,903446,919538,2022-03-02T00:00:00.000Z
,912911,896935,912911,2022-03-01T00:00:00.000Z
,915266,899248,915266,2022-02-28T00:00:00.000Z
,915291,899273,915291,2022-02-26T00:00:00.000Z
,915291,899273,915291,2022-02-25T00:00:00.000Z
,913472,897486,913472,2022-02-24T00:00:00.000Z
,903887,888068,903887,2022-02-23T00:00:00.000Z
,900421,884663,900421,2022-02-22T00:00:00.000Z
,896285,880600,896285,2022-02-21T00:00:00.000Z
,900052,884301,900052,2022-02-19T00:00:00.000Z
,899919,884170,899919,2022-02-18T00:00:00.000Z
,897933,882219,897933,2022-02-17T00:00:00.000Z
,880387,864980,880387,2022-02-16T00:00:00.000Z
,882026,866590,882026,2022-02-15T00:00:00.000Z
,890412,874829,890412,2022-02-14T00:00:00.000Z
,886522,871007,886522,2022-02-12T00:00:00.000Z
,875424,860104,875424,2022-02-11T00:00:00.000Z
,875681,860356,875681,2022-02-10T00:00:00.000Z
,873008,857730,873008,2022-02-09T00:00:00.000Z
,871902,856643,871902,2022-02-08T00:00:00.000Z
,867257,852080,867257,2022-02-07T00:00:00.000Z
,863977,848857,863977,2022-02-05T00:00:00.000Z
,862627,847531,862627,2022-02-04T00:00:00.000Z
,860566,845506,860566,2022-02-03T00:00:00.000Z
,862455,847362,862455,2022-02-02T00:00:00.000Z
,862089,847002,862089,2022-02-01T00:00:00.000Z
,857874,842861,857874,2022-01-31T00:00:00.000Z
,859310,844272,859310,2022-01-29T00:00:00.000Z
,859314,844276,859314,2022-01-28T00:00:00.000Z
,878174,862805,878174,2022-01-27T00:00:00.000Z
,886358,870846,886358,2022-01-26T00:00:00.000Z
,882080,866643,882080,2022-01-25T00:00:00.000Z
,880554,865144,880554,2022-01-24T00:00:00.000Z
,875203,859886,875203,2022-01-22T00:00:00.000Z
,880799,865385,880799,2022-01-21T00:00:00.000Z
,881309,865886,881309,2022-01-20T00:00:00.000Z
,871757,856501,871757,2022-01-19T00:00:00.000Z
,867884,852696,867884,2022-01-18T00:00:00.000Z
,869575,854357,869575,2022-01-17T00:00:00.000Z
,869367,854153,869367,2022-01-15T00:00:00.000Z
,869367,854153,869367,2022-01-14T00:00:00.000Z
,868995,853787,868995,2022-01-13T00:00:00.000Z
,869225,854013,869225,2022-01-12T00:00:00.000Z
,862123,847035,862123,2022-01-11T00:00:00.000Z
,857824,842812,857824,2022-01-10T00:00:00.000Z
,858789,843760,858789,2022-01-08T00:00:00.000Z
,858792,843763,858792,2022-01-07T00:00:00.000Z
,860624,845563,860624,2022-01-06T00:00:00.000Z
,869848,854625,869848,2022-01-05T00:00:00.000Z
,866194,851035,866194,2022-01-04T00:00:00.000Z
,860407,845349,860407,2022-01-03T00:00:00.000Z
,859460,844419,859460,2022-01-01T00:00:00.000Z
,859460,844419,859460,2021-12-31T00:00:00.000Z
,860269,845214,860269,2021-12-30T00:00:00.000Z
,857276,842273,857276,2021-12-29T00:00:00.000Z
,862891,847790,862891,2021-12-28T00:00:00.000Z
,859578,844535,859578,2021-12-27T00:00:00.000Z
,860311,845255,860311,2021-12-25T00:00:00.000Z
,860311,845255,860311,2021-12-24T00:00:00.000Z
,859167,844131,859167,2021-12-23T00:00:00.000Z
,856222,841238,856222,2021-12-22T00:00:00.000Z
,857877,842864,857877,2021-12-21T00:00:00.000Z
,863554,848441,863554,2021-12-20T00:00:00.000Z
,866459,851295,866459,2021-12-18T00:00:00.000Z
,866456,851293,866456,2021-12-17T00:00:00.000Z
,856446,841458,856446,2021-12-16T00:00:00.000Z
,847284,832456,847284,2021-12-15T00:00:00.000Z
,848749,833895,848749,2021-12-14T00:00:00.000Z
,856009,841028,856009,2021-12-13T00:00:00.000Z
,854767,839808,854767,2021-12-11T00:00:00.000Z
,855761,840785,855761,2021-12-10T00:00:00.000Z
,852758,837834,852758,2021-12-09T00:00:00.000Z
,854117,839169,854117,2021-12-08T00:00:00.000Z
,856338,841352,856338,2021-12-07T00:00:00.000Z
,858244,843224,858244,2021-12-06T00:00:00.000Z
,856756,841762,856756,2021-12-04T00:00:00.000Z
,851087,836192,851087,2021-12-03T00:00:00.000Z
,850419,835536,850419,2021-12-02T00:00:00.000Z
,856547,841557,856547,2021-12-01T00:00:00.000Z
,854509,839555,854509,2021-11-30T00:00:00.000Z
,854522,839567,854522,2021-11-29T00:00:00.000Z
,856116,841133,856116,2021-11-27T00:00:00.000Z
,856120,841137,856120,2021-11-26T00:00:00.000Z
,854286,839335,854286,2021-11-25T00:00:00.000Z
,849652,834783,849652,2021-11-24T00:00:00.000Z
,852105,837193,852105,2021-11-23T00:00:00.000Z
,876272,860937,876272,2021-11-22T00:00:00.000Z
,880311,864905,880311,2021-11-20T00:00:00.000Z
,884477,868998,884477,2021-11-19T00:00:00.000Z
,887692,872157,887692,2021-11-18T00:00:00.000Z
,886924,871402,886924,2021-11-17T00:00:00.000Z
,885554,870056,885554,2021-11-16T00:00:00.000Z
,885820,870318,885820,2021-11-15T00:00:00.000Z
,885836,870333,885836,2021-11-13T00:00:00.000Z
,882433,866990,882433,2021-11-12T00:00:00.000Z
,886342,870831,886342,2021-11-11T00:00:00.000Z
,884178,868704,884178,2021-11-10T00:00:00.000Z
,870946,855704,870946,2021-11-09T00:00:00.000Z
,868183,852989,868183,2021-11-08T00:00:00.000Z
,868353,853156,868353,2021-11-06T00:00:00.000Z
,860530,845470,860530,2021-11-05T00:00:00.000Z
,860386,845329,860386,2021-11-04T00:00:00.000Z
,843064,828310,843064,2021-11-03T00:00:00.000Z
,852616,837695,852616,2021-11-02T00:00:00.000Z
,852534,837614,852534,2021-11-01T00:00:00.000Z
,851436,836535,851436,2021-10-30T00:00:00.000Z
,851436,836535,851436,2021-10-29T00:00:00.000Z
,851518,836616,851518,2021-10-28T00:00:00.000Z
,849553,834685,849553,2021-10-27T00:00:00.000Z
,846946,832124,846946,2021-10-26T00:00:00.000Z
,855345,840376,855345,2021-10-25T00:00:00.000Z
,846118,831310,846118,2021-10-23T00:00:00.000Z
,842545,827800,842545,2021-10-22T00:00:00.000Z
,843067,828313,843067,2021-10-21T00:00:00.000Z
,838938,824256,838938,2021-10-20T00:00:00.000Z
,834785,820176,834785,2021-10-19T00:00:00.000Z
,836242,821607,836242,2021-10-18T00:00:00.000Z
,832951,818374,832951,2021-10-16T00:00:00.000Z
,835201,820584,835201,2021-10-15T00:00:00.000Z
,848797,833943,848797,2021-10-14T00:00:00.000Z
,848744,833890,848744,2021-10-13T00:00:00.000Z
,836182,821548,836182,2021-10-12T00:00:00.000Z
,834939,820327,834939,2021-10-11T00:00:00.000Z
,835248,820631,835248,2021-10-09T00:00:00.000Z
,835720,821094,835720,2021-10-08T00:00:00.000Z
,835600,820977,835600,2021-10-07T00:00:00.000Z
,839967,825267,839967,2021-10-06T00:00:00.000Z
,839211,824524,839211,2021-10-05T00:00:00.000Z
,842040,827304,842040,2021-10-04T00:00:00.000Z
,841431,826705,841431,2021-10-02T00:00:00.000Z
,840786,826072,840786,2021-10-01T00:00:00.000Z
,832379,817812,832379,2021-09-30T00:00:00.000Z
,830243,815713,830243,2021-09-29T00:00:00.000Z
,828607,814106,828607,2021-09-28T00:00:00.000Z
,836132,821499,836132,2021-09-27T00:00:00.000Z
,832959,818382,832959,2021-09-25T00:00:00.000Z
,834113,819516,834113,2021-09-24T00:00:00.000Z
,842109,827372,842109,2021-09-23T00:00:00.000Z
,846125,831317,846125,2021-09-22T00:00:00.000Z
,843560,828797,843560,2021-09-21T00:00:00.000Z
,836753,822109,836753,2021-09-20T00:00:00.000Z
,834736,820128,834736,2021-09-18T00:00:00.000Z
,835803,821176,835803,2021-09-17T00:00:00.000Z
,837047,822398,837047,2021-09-16T00:00:00.000Z
,854086,839139,854086,2021-09-15T00:00:00.000Z
,855098,840133,855098,2021-09-14T00:00:00.000Z
,851455,836554,851455,2021-09-13T00:00:00.000Z
,846529,831714,846529,2021-09-11T00:00:00.000Z
,849824,834952,849824,2021-09-10T00:00:00.000Z
,848221,833377,848221,2021-09-09T00:00:00.000Z
,847329,832500,847329,2021-09-08T00:00:00.000Z
,855209,840242,855209,2021-09-07T00:00:00.000Z
,866764,851595,866764,2021-09-06T00:00:00.000Z
,871247,856000,871247,2021-09-04T00:00:00.000Z
,872771,857497,872771,2021-09-03T00:00:00.000Z
,864525,849395,864525,2021-09-02T00:00:00.000Z
,864627,849496,864627,2021-09-01T00:00:00.000Z
,866564,851399,866564,2021-08-31T00:00:00.000Z
,872748,857474,872748,2021-08-30T00:00:00.000Z
,868530,853330,868530,2021-08-28T00:00:00.000Z
,868527,853327,868527,2021-08-27T00:00:00.000Z
,863257,848150,863257,2021-08-26T00:00:00.000Z
,860646,845584,860646,2021-08-25T00:00:00.000Z
,868525,853325,868525,2021-08-24T00:00:00.000Z
,867418,852238,867418,2021-08-23T00:00:00.000Z
,861492,846415,861492,2021-08-21T00:00:00.000Z
,861492,846415,861492,2021-08-20T00:00:00.000Z
,859077,844043,859077,2021-08-19T00:00:00.000Z
,856584,841593,856584,2021-08-18T00:00:00.000Z
,851856,836948,851856,2021-08-17T00:00:00.000Z
,854330,839379,854330,2021-08-16T00:00:00.000Z
,851374,836474,851374,2021-08-14T00:00:00.000Z
,848183,833339,848183,2021-08-13T00:00:00.000Z
,836418,821780,836418,2021-08-12T00:00:00.000Z
,835180,820564,835180,2021-08-11T00:00:00.000Z
,826132,811674,826132,2021-08-10T00:00:00.000Z
,827004,812531,827004,2021-08-09T00:00:00.000Z
,840364,825657,840364,2021-08-07T00:00:00.000Z
,841219,826497,841219,2021-08-06T00:00:00.000Z
,860115,845062,860115,2021-08-05T00:00:00.000Z
,861197,846126,861197,2021-08-04T00:00:00.000Z
,863790,848673,863790,2021-08-03T00:00:00.000Z
,871022,855779,871022,2021-08-02T00:00:00.000Z
,866350,851188,866350,2021-07-31T00:00:00.000Z
,867169,851993,867169,2021-07-30T00:00:00.000Z
,870775,855536,870775,2021-07-29T00:00:00.000Z
,867818,852631,867818,2021-07-28T00:00:00.000Z
,870126,854898,870126,2021-07-27T00:00:00.000Z
,868866,853660,868866,2021-07-26T00:00:00.000Z
,868351,853154,868351,2021-07-24T00:00:00.000Z
,862481,847387,862481,2021-07-23T00:00:00.000Z
,858846,843816,858846,2021-07-22T00:00:00.000Z
,865416,850271,865416,2021-07-21T00:00:00.000Z
,875404,860084,875404,2021-07-20T00:00:00.000Z
,870344,855112,870344,2021-07-19T00:00:00.000Z
,870306,855075,870306,2021-07-17T00:00:00.000Z
,870210,854981,870210,2021-07-16T00:00:00.000Z
,873560,858272,873560,2021-07-15T00:00:00.000Z
,877539,862182,877539,2021-07-14T00:00:00.000Z
,871102,855857,871102,2021-07-13T00:00:00.000Z
,870366,855134,870366,2021-07-12T00:00:00.000Z
,874926,859614,874926,2021-07-10T00:00:00.000Z
,874733,859425,874733,2021-07-09T00:00:00.000Z
,871316,856067,871316,2021-07-08T00:00:00.000Z
,871685,856430,871685,2021-07-07T00:00:00.000Z
,877411,862056,877411,2021-07-06T00:00:00.000Z
,870835,855595,870835,2021-07-05T00:00:00.000Z
,871730,856474,871730,2021-07-03T00:00:00.000Z
,869839,854616,869839,2021-07-02T00:00:00.000Z
,866787,851618,866787,2021-07-01T00:00:00.000Z
,866254,851094,866254,2021-06-30T00:00:00.000Z
,865384,850239,865384,2021-06-29T00:00:00.000Z
,861615,846536,861615,2021-06-28T00:00:00.000Z
,865225,850083,865225,2021-06-26T00:00:00.000Z
,865225,850083,865225,2021-06-25T00:00:00.000Z
,862097,847010,862097,2021-06-24T00:00:00.000Z
,868890,853684,868890,2021-06-23T00:00:00.000Z
,859393,844353,859393,2021-06-22T00:00:00.000Z
,864744,849610,864744,2021-06-21T00:00:00.000Z
,855735,840759,855735,2021-06-19T00:00:00.000Z
,857848,842835,857848,2021-06-18T00:00:00.000Z
,849479,834613,849479,2021-06-17T00:00:00.000Z
,881959,866524,881959,2021-06-16T00:00:00.000Z
,881957,866522,881957,2021-06-15T00:00:00.000Z
,884174,868700,884174,2021-06-14T00:00:00.000Z
,880317,864911,880317,2021-06-12T00:00:00.000Z
,879898,864499,879898,2021-06-11T00:00:00.000Z
,891113,875518,891113,2021-06-10T00:00:00.000Z
,894341,878690,894341,2021-06-09T00:00:00.000Z
,892359,876742,892359,2021-06-08T00:00:00.000Z
,892740,877117,892740,2021-06-07T00:00:00.000Z
,893855,878212,893855,2021-06-05T00:00:00.000Z
,894654,878997,894654,2021-06-04T00:00:00.000Z
,893666,878026,893666,2021-06-03T00:00:00.000Z
,896732,881039,896732,2021-06-02T00:00:00.000Z
,894482,878828,894482,2021-06-01T00:00:00.000Z
,896029,880348,896029,2021-05-31T00:00:00.000Z
,891690,876085,891690,2021-05-29T00:00:00.000Z
,891690,876085,891690,2021-05-28T00:00:00.000Z
,891844,876236,891844,2021-05-27T00:00:00.000Z
,880451,865043,880451,2021-05-26T00:00:00.000Z
,873806,858514,873806,2021-05-25T00:00:00.000Z
,896280,880595,896280,2021-05-24T00:00:00.000Z
,873926,858632,873926,2021-05-22T00:00:00.000Z
,873926,858632,873926,2021-05-21T00:00:00.000Z
,880663,865251,880663,2021-05-20T00:00:00.000Z
,888494,872945,888494,2021-05-19T00:00:00.000Z
,863211,848104,863211,2021-05-18T00:00:00.000Z
,878696,863318,878696,2021-05-17T00:00:00.000Z
,871204,855957,871204,2021-05-15T00:00:00.000Z
,868619,853418,868619,2021-05-14T00:00:00.000Z
,857758,842747,857758,2021-05-13T00:00:00.000Z
,861237,846165,861237,2021-05-12T00:00:00.000Z
,865891,850737,865891,2021-05-11T00:00:00.000Z
,864635,849503,864635,2021-05-10T00:00:00.000Z
,873458,858172,873458,2021-05-07T00:00:00.000Z
,862805,847705,862805,2021-05-06T00:00:00.000Z
,854396,839444,854396,2021-05-05T00:00:00.000Z
,852150,837237,852150,2021-05-04T00:00:00.000Z
,860186,845132,860186,2021-05-03T00:00:00.000Z
,847720,832884,847720,2021-05-01T00:00:00.000Z
,847099,832274,847099,2021-04-30T00:00:00.000Z
,849107,834247,849107,2021-04-29T00:00:00.000Z
,862097,847010,862097,2021-04-28T00:00:00.000Z
,864367,849240,864367,2021-04-27T00:00:00.000Z
,853203,838271,853203,2021-04-26T00:00:00.000Z
,854901,839940,854901,2021-04-24T00:00:00.000Z
,853753,838812,853753,2021-04-23T00:00:00.000Z
,857768,842757,857768,2021-04-22T00:00:00.000Z
,865340,850196,865340,2021-04-21T00:00:00.000Z
,855151,840185,855151,2021-04-20T00:00:00.000Z
,859879,844831,859879,2021-04-19T00:00:00.000Z
,863787,848670,863787,2021-04-17T00:00:00.000Z
,864948,849811,864948,2021-04-16T00:00:00.000Z
,864177,849053,864177,2021-04-15T00:00:00.000Z
,850223,835344,850223,2021-04-14T00:00:00.000Z
,853679,838739,853679,2021-04-13T00:00:00.000Z
,850627,835741,850627,2021-04-12T00:00:00.000Z
,851601,836697,851601,2021-04-10T00:00:00.000Z
,851844,836936,851844,2021-04-09T00:00:00.000Z
,862576,847480,862576,2021-04-08T00:00:00.000Z
,853067,838138,853067,2021-04-07T00:00:00.000Z
,860585,845524,860585,2021-04-06T00:00:00.000Z
,859774,844727,859774,2021-04-05T00:00:00.000Z
,859992,844942,859992,2021-04-02T00:00:00.000Z
,859646,844602,859646,2021-04-01T00:00:00.000Z
,847628,832794,847628,2021-03-31T00:00:00.000Z
,831733,817177,831733,2021-03-30T00:00:00.000Z
,841558,826830,841558,2021-03-29T00:00:00.000Z
,847942,833103,847942,2021-03-26T00:00:00.000Z
,852275,837360,852275,2021-03-25T00:00:00.000Z
,851444,836543,851444,2021-03-24T00:00:00.000Z
,847505,832673,847505,2021-03-23T00:00:00.000Z
,852711,837788,852711,2021-03-22T00:00:00.000Z
,851339,836440,851339,2021-03-19T00:00:00.000Z
,848594,833743,848594,2021-03-18T00:00:00.000Z
,849384,834519,849384,2021-03-17T00:00:00.000Z
,851671,836766,851671,2021-03-16T00:00:00.000Z
,846652,831835,846652,2021-03-15T00:00:00.000Z
,844796,830012,844796,2021-03-13T00:00:00.000Z
,834751,820142,834751,2021-03-12T00:00:00.000Z
,847603,832769,847603,2021-03-11T00:00:00.000Z
,844957,830170,844957,2021-03-10T00:00:00.000Z
,848064,833222,848064,2021-03-09T00:00:00.000Z
,826811,812341,826811,2021-03-08T00:00:00.000Z
,832948,818371,832948,2021-03-06T00:00:00.000Z
,830703,816165,830703,2021-03-05T00:00:00.000Z
,841189,826468,841189,2021-03-04T00:00:00.000Z
,833309,818726,833309,2021-03-03T00:00:00.000Z
,846065,831258,846065,2021-03-02T00:00:00.000Z
,849803,834931,849803,2021-03-01T00:00:00.000Z
,839119,824434,839119,2021-02-27T00:00:00.000Z
,844526,829746,844526,2021-02-26T00:00:00.000Z
,843820,829053,843820,2021-02-25T00:00:00.000Z
,858630,843603,858630,2021-02-24T00:00:00.000Z
,868063,852871,868063,2021-02-23T00:00:00.000Z
,872554,857284,872554,2021-02-22T00:00:00.000Z
,856058,841076,856058,2021-02-20T00:00:00.000Z
,857925,842911,857925,2021-02-19T00:00:00.000Z
,851590,836687,851590,2021-02-18T00:00:00.000Z
,852685,837763,852685,2021-02-17T00:00:00.000Z
,862550,847455,862550,2021-02-16T00:00:00.000Z
,866072,850915,866072,2021-02-15T00:00:00.000Z
,872346,857079,872346,2021-02-13T00:00:00.000Z
