midPrice,sell,buy,installment,updated_at
,1142402,1113841,1142402,2024-03-20T00:00:00.000Z
,1142394,1113834,1142394,2024-03-19T00:00:00.000Z
,1135450,1107063,1135450,2024-03-18T00:00:00.000Z
,1135054,1106677,1135054,2024-03-17T00:00:00.000Z
,1135054,1106677,1135054,2024-03-16T00:00:00.000Z
,1135418,1107032,1135418,2024-03-15T00:00:00.000Z
,1145325,1116691,1145325,2024-03-14T00:00:00.000Z
,1142348,1113789,1142348,2024-03-13T00:00:00.000Z
,1152217,1123411,1152217,2024-03-12T00:00:00.000Z
,1145347,1116713,1145347,2024-03-11T00:00:00.000Z
,1144998,1116373,1144998,2024-03-10T00:00:00.000Z
,1144998,1116373,1144998,2024-03-09T00:00:00.000Z
,1145293,1116660,1145293,2024-03-08T00:00:00.000Z
,1141326,1112792,1141326,2024-03-07T00:00:00.000Z
,1128389,1100179,1128389,2024-03-06T00:00:00.000Z
,1121454,1093417,1121454,2024-03-05T00:00:00.000Z
,1106381,1078721,1106381,2024-03-04T00:00:00.000Z
,1084130,1057026,1084130,2024-03-03T00:00:00.000Z
,1084130,1057026,1084130,2024-03-02T00:00:00.000Z
,1084298,1057190,1084298,2024-03-01T00:00:00.000Z
,1080307,1053299,1080307,2024-02-29T00:00:00.000Z
,1078972,1051997,1078972,2024-02-28T00:00:00.000Z
,1076959,1050035,1076959,2024-02-27T00:00:00.000Z
,1079891,1052893,1079891,2024-02-26T00:00:00.000Z
,1074889,1048016,1074889,2024-02-25T00:00:00.000Z
,1074889,1048016,1074889,2024-02-24T00:00:00.000Z
,1075159,1048280,1075159,2024-02-23T00:00:00.000Z
,1075136,1048257,1075136,2024-02-22T00:00:00.000Z
,1074180,1047325,1074180,2024-02-21T00:00:00.000Z
,1071229,1044448,1071229,2024-02-20T00:00:00.000Z
,1068183,1041478,1068183,2024-02-19T00:00:00.000Z
,1060902,1034379,1060902,2024-02-18T00:00:00.000Z
,1060902,1034379,1060902,2024-02-17T00:00:00.000Z
,1061148,1034619,1061148,2024-02-16T00:00:00.000Z
,1058171,1031716,1058171,2024-02-15T00:00:00.000Z
,1078907,1051934,1078907,2024-02-14T00:00:00.000Z
,1078993,1052018,1078993,2024-02-13T00:00:00.000Z
,1079047,1052070,1079047,2024-02-12T00:00:00.000Z
,1078796,1051826,1078796,2024-02-11T00:00:00.000Z
,1078796,1051826,1078796,2024-02-10T00:00:00.000Z
,1079131,1052152,1079131,2024-02-09T00:00:00.000Z
,1079177,1052197,1079177,2024-02-08T00:00:00.000Z
,1079238,1052257,1079238,2024-02-07T00:00:00.000Z
,1073299,1046466,1073299,2024-02-06T00:00:00.000Z
,1082162,1055107,1082162,2024-02-05T00:00:00.000Z
,1092825,1065504,1092825,2024-02-04T00:00:00.000Z
,1092825,1065504,1092825,2024-02-03T00:00:00.000Z
,1093118,1065790,1093118,2024-02-02T00:00:00.000Z
,1085240,1058109,1085240,2024-02-01T00:00:00.000Z
,1086292,1059134,1086292,2024-01-31T00:00:00.000Z
,1084278,1057171,1084278,2024-01-30T00:00:00.000Z
,1080744,1053725,1080744,2024-01-29T00:00:00.000Z
,1071914,1045116,1071914,2024-01-28T00:00:00.000Z
,1071914,1045116,1071914,2024-01-27T00:00:00.000Z
,1072246,1045439,1072246,2024-01-26T00:00:00.000Z
,1066360,1039701,1066360,2024-01-25T00:00:00.000Z
,1070247,1043490,1070247,2024-01-24T00:00:00.000Z
,1067265,1040583,1067265,2024-01-23T00:00:00.000Z
,1069218,1042487,1069218,2024-01-22T00:00:00.000Z
,1067890,1041192,1067890,2024-01-21T00:00:00.000Z
,1067890,1041192,1067890,2024-01-20T00:00:00.000Z
,1068226,1041520,1068226,2024-01-19T00:00:00.000Z
,1058230,1031774,1058230,2024-01-18T00:00:00.000Z
,1064188,1037583,1064188,2024-01-17T00:00:00.000Z
,1076220,1049314,1076220,2024-01-16T00:00:00.000Z
,1073269,1046437,1073269,2024-01-15T00:00:00.000Z
,1066964,1040289,1066964,2024-01-14T00:00:00.000Z
,1066964,1040289,1066964,2024-01-13T00:00:00.000Z
,1067307,1040624,1067307,2024-01-12T00:00:00.000Z
,1062241,1035684,1062241,2024-01-11T00:00:00.000Z
,1063220,1036639,1063220,2024-01-10T00:00:00.000Z
,1064238,1037632,1064238,2024-01-09T00:00:00.000Z
,1070135,1043381,1070135,2024-01-08T00:00:00.000Z
,1067937,1041238,1067937,2024-01-07T00:00:00.000Z
,1067937,1041238,1067937,2024-01-06T00:00:00.000Z
,1068283,1041575,1068283,2024-01-05T00:00:00.000Z
,1066255,1039598,1066255,2024-01-04T00:00:00.000Z
,1072229,1045423,1072229,2024-01-03T00:00:00.000Z
,1072304,1045496,1072304,2024-01-02T00:00:00.000Z
,1072905,1046082,1072905,2024-01-01T00:00:00.000Z
,1072898,1046075,1072898,2023-12-31T00:00:00.000Z
,1072898,1046075,1072898,2023-12-30T00:00:00.000Z
,1073235,1046404,1073235,2023-12-29T00:00:00.000Z
,1083254,1056172,1083254,2023-12-28T00:00:00.000Z
,1080202,1053196,1080202,2023-12-27T00:00:00.000Z
,1080149,1053145,1080149,2023-12-26T00:00:00.000Z
,1069926,1043177,1069926,2023-12-25T00:00:00.000Z
,1069941,1043192,1069941,2023-12-24T00:00:00.000Z
,1069941,1043192,1069941,2023-12-23T00:00:00.000Z
,1070302,1043544,1070302,2023-12-22T00:00:00.000Z
,1063227,1036646,1063227,2023-12-21T00:00:00.000Z
,1067207,1040526,1067207,2023-12-20T00:00:00.000Z
,1060268,1033761,1060268,2023-12-19T00:00:00.000Z
,1056219,1029813,1056219,2023-12-18T00:00:00.000Z
,1067809,1041113,1067809,2023-12-17T00:00:00.000Z
,1067809,1041113,1067809,2023-12-16T00:00:00.000Z
,1068206,1041500,1068206,2023-12-15T00:00:00.000Z
,1067208,1040527,1067208,2023-12-14T00:00:00.000Z
,1042179,1016124,1042179,2023-12-13T00:00:00.000Z
,1036220,1010314,1036220,2023-12-12T00:00:00.000Z
,1050180,1023925,1050180,2023-12-11T00:00:00.000Z
,1058799,1032329,1058799,2023-12-10T00:00:00.000Z
,1058799,1032329,1058799,2023-12-09T00:00:00.000Z
,1059167,1032687,1059167,2023-12-08T00:00:00.000Z
,1059225,1032744,1059225,2023-12-07T00:00:00.000Z
,1053259,1026927,1053259,2023-12-06T00:00:00.000Z
,1065100,1038472,1065100,2023-12-05T00:00:00.000Z
,1077191,1050261,1077191,2023-12-04T00:00:00.000Z
,1058069,1031617,1058069,2023-12-03T00:00:00.000Z
,1058069,1031617,1058069,2023-12-02T00:00:00.000Z
,1058299,1031841,1058299,2023-12-01T00:00:00.000Z
,1062281,1035723,1062281,2023-11-30T00:00:00.000Z
,1062240,1035684,1062240,2023-11-29T00:00:00.000Z
,1054218,1027862,1054218,2023-11-28T00:00:00.000Z
,1052182,1025877,1052182,2023-11-27T00:00:00.000Z
,1046865,1020693,1046865,2023-11-26T00:00:00.000Z
,1046865,1020693,1046865,2023-11-25T00:00:00.000Z
,1047193,1021013,1047193,2023-11-24T00:00:00.000Z
,1038229,1012273,1038229,2023-11-23T00:00:00.000Z
,1040288,1014280,1040288,2023-11-22T00:00:00.000Z
,1038242,1012285,1038242,2023-11-21T00:00:00.000Z
,1040028,1014027,1040028,2023-11-20T00:00:00.000Z
,1037776,1011831,1037776,2023-11-19T00:00:00.000Z
,1037776,1011831,1037776,2023-11-18T00:00:00.000Z
,1038083,1012130,1038083,2023-11-17T00:00:00.000Z
,1037174,1011244,1037174,2023-11-16T00:00:00.000Z
,1037041,1011114,1037041,2023-11-15T00:00:00.000Z
,1032145,1006341,1032145,2023-11-14T00:00:00.000Z
,1027110,1001432,1027110,2023-11-13T00:00:00.000Z
,1034736,1008867,1034736,2023-11-12T00:00:00.000Z
,1034736,1008867,1034736,2023-11-11T00:00:00.000Z
,1035090,1009212,1035090,2023-11-10T00:00:00.000Z
,1030164,1004409,1030164,2023-11-09T00:00:00.000Z
,1037115,1011187,1037115,2023-11-08T00:00:00.000Z
,1042114,1016061,1042114,2023-11-07T00:00:00.000Z
,1047105,1020927,1047105,2023-11-06T00:00:00.000Z
,1046900,1020727,1046900,2023-11-05T00:00:00.000Z
,1046900,1020727,1046900,2023-11-04T00:00:00.000Z
,1047237,1021056,1047237,2023-11-03T00:00:00.000Z
,1052264,1025957,1052264,2023-11-02T00:00:00.000Z
,1052332,1026023,1052332,2023-11-01T00:00:00.000Z
,1052389,1026079,1052389,2023-10-31T00:00:00.000Z
,1052352,1026043,1052352,2023-10-30T00:00:00.000Z
,1047089,1020911,1047089,2023-10-29T00:00:00.000Z
,1047089,1020911,1047089,2023-10-28T00:00:00.000Z
,1047335,1021151,1047335,2023-10-27T00:00:00.000Z
,1047319,1021136,1047319,2023-10-26T00:00:00.000Z
,1047323,1021139,1047323,2023-10-25T00:00:00.000Z
,1047206,1021025,1047206,2023-10-24T00:00:00.000Z
,1047305,1021122,1047305,2023-10-23T00:00:00.000Z
,1046995,1020820,1046995,2023-10-22T00:00:00.000Z
,1046995,1020820,1046995,2023-10-21T00:00:00.000Z
,1047342,1021158,1047342,2023-10-20T00:00:00.000Z
,1036242,1010335,1036242,2023-10-19T00:00:00.000Z
,1029264,1003532,1029264,2023-10-18T00:00:00.000Z
,1028704,1002986,1028704,2023-10-17T00:00:00.000Z
,1032243,1006436,1032243,2023-10-16T00:00:00.000Z
,1020644,995127,1020644,2023-10-15T00:00:00.000Z
,1020644,995127,1020644,2023-10-14T00:00:00.000Z
,1020232,994726,1020232,2023-10-13T00:00:00.000Z
,1020058,994556,1020058,2023-10-12T00:00:00.000Z
,1011044,985767,1011044,2023-10-11T00:00:00.000Z
,1011009,985733,1011009,2023-10-10T00:00:00.000Z
,991958,967159,991958,2023-10-09T00:00:00.000Z
,992171,967366,992171,2023-10-08T00:00:00.000Z
,992171,967366,992171,2023-10-07T00:00:00.000Z
,991828,967032,991828,2023-10-06T00:00:00.000Z
,991790,966995,991790,2023-10-05T00:00:00.000Z
,988789,964069,988789,2023-10-04T00:00:00.000Z
,987829,963133,987829,2023-10-03T00:00:00.000Z
,997809,972863,997809,2023-10-02T00:00:00.000Z
,1002151,977097,1002151,2023-10-01T00:00:00.000Z
,1002151,977097,1002151,2023-09-30T00:00:00.000Z
,999398,974413,999398,2023-09-29T00:00:00.000Z
,1008844,983622,1008844,2023-09-28T00:00:00.000Z
,1008911,983688,1008911,2023-09-27T00:00:00.000Z
,1014925,989551,1014925,2023-09-26T00:00:00.000Z
,1020919,995396,1020919,2023-09-25T00:00:00.000Z
,1020594,995079,1020594,2023-09-24T00:00:00.000Z
,1020594,995079,1020594,2023-09-23T00:00:00.000Z
,1020913,995390,1020913,2023-09-22T00:00:00.000Z
,1023859,998262,1023859,2023-09-21T00:00:00.000Z
,1029130,1003401,1029130,2023-09-20T00:00:00.000Z
,1030131,1004377,1030131,2023-09-19T00:00:00.000Z
,1024088,998485,1024088,2023-09-18T00:00:00.000Z
,1017417,991981,1017417,2023-09-17T00:00:00.000Z
,1017417,991981,1017417,2023-09-16T00:00:00.000Z
,1017107,991679,1017107,2023-09-15T00:00:00.000Z
,1015010,989634,1015010,2023-09-14T00:00:00.000Z
,1017033,991607,1017033,2023-09-13T00:00:00.000Z
,1020014,994513,1020014,2023-09-12T00:00:00.000Z
,1020091,994588,1020091,2023-09-11T00:00:00.000Z
,1018385,992925,1018385,2023-09-10T00:00:00.000Z
,1018385,992925,1018385,2023-09-09T00:00:00.000Z
,1018116,992663,1018116,2023-09-08T00:00:00.000Z
,1014062,988710,1014062,2023-09-07T00:00:00.000Z
,1019055,993578,1019055,2023-09-06T00:00:00.000Z
,1025046,999419,1025046,2023-09-05T00:00:00.000Z
,1026048,1000396,1026048,2023-09-04T00:00:00.000Z
,1023497,997909,1023497,2023-09-03T00:00:00.000Z
,1023497,997909,1023497,2023-09-02T00:00:00.000Z
,1023475,997888,1023475,2023-09-01T00:00:00.000Z
,1026472,1000810,1026472,2023-08-31T00:00:00.000Z
,1024476,998864,1024476,2023-08-30T00:00:00.000Z
,1017424,991988,1017424,2023-08-29T00:00:00.000Z
,1012442,987130,1012442,2023-08-28T00:00:00.000Z
,1016415,991004,1016415,2023-08-27T00:00:00.000Z
,1016415,991004,1016415,2023-08-26T00:00:00.000Z
,1016432,991021,1016432,2023-08-25T00:00:00.000Z
,1016405,990994,1016405,2023-08-24T00:00:00.000Z
,1009472,984235,1009472,2023-08-23T00:00:00.000Z
,1005385,980250,1005385,2023-08-22T00:00:00.000Z
,1004378,979268,1004378,2023-08-21T00:00:00.000Z
,1007356,982172,1007356,2023-08-20T00:00:00.000Z
,1007356,982172,1007356,2023-08-19T00:00:00.000Z
,1007387,982202,1007387,2023-08-18T00:00:00.000Z
,1010388,985128,1010388,2023-08-17T00:00:00.000Z
,1010409,985148,1010409,2023-08-16T00:00:00.000Z
,1007428,982242,1007428,2023-08-15T00:00:00.000Z
,1008443,983231,1008443,2023-08-14T00:00:00.000Z
,1010463,985201,1010463,2023-08-13T00:00:00.000Z
,1010463,985201,1010463,2023-08-12T00:00:00.000Z
,1010483,985220,1010483,2023-08-11T00:00:00.000Z
,1012402,987091,1012402,2023-08-10T00:00:00.000Z
,1013413,988077,1013413,2023-08-09T00:00:00.000Z
,1017439,992003,1017439,2023-08-08T00:00:00.000Z
,1021429,995893,1021429,2023-08-07T00:00:00.000Z
,1017450,992013,1017450,2023-08-06T00:00:00.000Z
,1017450,992013,1017450,2023-08-05T00:00:00.000Z
,1017462,992025,1017462,2023-08-04T00:00:00.000Z
,1015446,990059,1015446,2023-08-03T00:00:00.000Z
,1018493,993030,1018493,2023-08-02T00:00:00.000Z
,1025445,999808,1025445,2023-08-01T00:00:00.000Z
,1018568,993103,1018568,2023-07-31T00:00:00.000Z
,1015523,990134,1015523,2023-07-30T00:00:00.000Z
,1015523,990134,1015523,2023-07-29T00:00:00.000Z
,1015517,990129,1015517,2023-07-28T00:00:00.000Z
,1023379,997794,1023379,2023-07-27T00:00:00.000Z
,1022486,996923,1022486,2023-07-26T00:00:00.000Z
,1018443,992981,1018443,2023-07-25T00:00:00.000Z
,1019466,993979,1019466,2023-07-24T00:00:00.000Z
,1021553,996014,1021553,2023-07-23T00:00:00.000Z
,1021553,996014,1021553,2023-07-22T00:00:00.000Z
,1021862,996315,1021862,2023-07-21T00:00:00.000Z
,1024889,999266,1024889,2023-07-20T00:00:00.000Z
,1016944,991520,1016944,2023-07-19T00:00:00.000Z
,1016925,991501,1016925,2023-07-18T00:00:00.000Z
,1017817,992371,1017817,2023-07-17T00:00:00.000Z
,1024490,998877,1024490,2023-07-16T00:00:00.000Z
,1024490,998877,1024490,2023-07-15T00:00:00.000Z
,1024769,999149,1024769,2023-07-14T00:00:00.000Z
,1026761,1001091,1026761,2023-07-13T00:00:00.000Z
,1018414,992953,1018414,2023-07-12T00:00:00.000Z
,1011459,986172,1011459,2023-07-11T00:00:00.000Z
,1009027,983801,1009027,2023-07-10T00:00:00.000Z
,1001329,976295,1001329,2023-07-09T00:00:00.000Z
,1001329,976295,1001329,2023-07-08T00:00:00.000Z
,1000996,975971,1000996,2023-07-07T00:00:00.000Z
,1003917,978819,1003917,2023-07-06T00:00:00.000Z
,1007936,982737,1007936,2023-07-05T00:00:00.000Z
,1004924,979800,1004924,2023-07-04T00:00:00.000Z
,1004935,979811,1004935,2023-07-03T00:00:00.000Z
,1004215,979109,1004215,2023-07-02T00:00:00.000Z
,1004215,979109,1004215,2023-07-01T00:00:00.000Z
,1003873,978776,1003873,2023-06-30T00:00:00.000Z
,1003831,978735,1003831,2023-06-29T00:00:00.000Z
,1003832,978736,1003832,2023-06-28T00:00:00.000Z
,1003851,978754,1003851,2023-06-27T00:00:00.000Z
,998409,973448,998409,2023-06-26T00:00:00.000Z
,999240,974259,999240,2023-06-25T00:00:00.000Z
,999240,974259,999240,2023-06-24T00:00:00.000Z
,998970,973995,998970,2023-06-23T00:00:00.000Z
,1005309,980176,1005309,2023-06-22T00:00:00.000Z
,1005321,980187,1005321,2023-06-21T00:00:00.000Z
,1008369,983159,1008369,2023-06-20T00:00:00.000Z
,1010451,985189,1010451,2023-06-19T00:00:00.000Z
,1011342,986058,1011342,2023-06-17T00:00:00.000Z
,1011050,985773,1011050,2023-06-16T00:00:00.000Z
,1002999,977924,1002999,2023-06-15T00:00:00.000Z
,1003992,978892,1003992,2023-06-14T00:00:00.000Z
,1009941,984692,1009941,2023-06-13T00:00:00.000Z
,1011956,986657,1011956,2023-06-12T00:00:00.000Z
,1012298,986990,1012298,2023-06-11T00:00:00.000Z
,1012298,986990,1012298,2023-06-10T00:00:00.000Z
,1011979,986679,1011979,2023-06-09T00:00:00.000Z
,1003028,977952,1003028,2023-06-08T00:00:00.000Z
,1010986,985711,1010986,2023-06-07T00:00:00.000Z
,1015128,989749,1015128,2023-06-06T00:00:00.000Z
,1008130,982926,1008130,2023-06-05T00:00:00.000Z
,1005449,980312,1005449,2023-06-04T00:00:00.000Z
,1005449,980312,1005449,2023-06-03T00:00:00.000Z
,1005126,979997,1005126,2023-06-02T00:00:00.000Z
,1005480,980343,1005480,2023-06-01T00:00:00.000Z
,1005205,980074,1005205,2023-05-31T00:00:00.000Z
,999211,974230,999211,2023-05-30T00:00:00.000Z
,998208,973252,998208,2023-05-29T00:00:00.000Z
,994541,969677,994541,2023-05-27T00:00:00.000Z
,994228,969372,994228,2023-05-26T00:00:00.000Z
,999204,974223,999204,2023-05-25T00:00:00.000Z
,1006149,980995,1006149,2023-05-24T00:00:00.000Z
,1006124,980970,1006124,2023-05-23T00:00:00.000Z
,1006130,980976,1006130,2023-05-22T00:00:00.000Z
,998527,973563,998527,2023-05-20T00:00:00.000Z
,998241,973284,998241,2023-05-19T00:00:00.000Z
,1008995,983770,1008995,2023-05-18T00:00:00.000Z
,1006114,980961,1006114,2023-05-17T00:00:00.000Z
,1012201,986895,1012201,2023-05-16T00:00:00.000Z
,1012249,986942,1012249,2023-05-15T00:00:00.000Z
,1015573,990183,1015573,2023-05-13T00:00:00.000Z
,1015252,989870,1015252,2023-05-12T00:00:00.000Z
,1023809,998213,1023809,2023-05-11T00:00:00.000Z
,1023764,998169,1023764,2023-05-10T00:00:00.000Z
,1014781,989411,1014781,2023-05-09T00:00:00.000Z
,1012206,986900,1012206,2023-05-08T00:00:00.000Z
,1027619,1001928,1027619,2023-05-06T00:00:00.000Z
,1027308,1001625,1027308,2023-05-05T00:00:00.000Z
,1027280,1001598,1027280,2023-05-04T00:00:00.000Z
,1014184,988829,1014184,2023-05-03T00:00:00.000Z
,1003081,978003,1003081,2023-05-02T00:00:00.000Z
,1012339,987030,1012339,2023-05-01T00:00:00.000Z
,1012344,987035,1012344,2023-04-29T00:00:00.000Z
,1012016,986715,1012016,2023-04-28T00:00:00.000Z
,1009521,984282,1009521,2023-04-27T00:00:00.000Z
,1012177,986872,1012177,2023-04-26T00:00:00.000Z
,1015512,990124,1015512,2023-04-25T00:00:00.000Z
,1012607,987291,1012607,2023-04-24T00:00:00.000Z
,1012653,987336,1012653,2023-04-22T00:00:00.000Z
,1012660,987343,1012660,2023-04-21T00:00:00.000Z
,1012662,987345,1012662,2023-04-20T00:00:00.000Z
,1012687,987369,1012687,2023-04-19T00:00:00.000Z
,1005219,980088,1005219,2023-04-18T00:00:00.000Z
,1013703,988360,1013703,2023-04-17T00:00:00.000Z
,1029575,1003835,1029575,2023-04-15T00:00:00.000Z
,1029549,1003810,1029549,2023-04-14T00:00:00.000Z
,1018992,993517,1018992,2023-04-13T00:00:00.000Z
,1018026,992575,1018026,2023-04-12T00:00:00.000Z
,1020172,994667,1020172,2023-04-11T00:00:00.000Z
,1023286,997703,1023286,2023-04-10T00:00:00.000Z
,1025666,1000024,1025666,2023-04-08T00:00:00.000Z
,1025670,1000028,1025670,2023-04-07T00:00:00.000Z
,1025735,1000091,1025735,2023-04-06T00:00:00.000Z
,1029710,1003967,1029710,2023-04-05T00:00:00.000Z
,1023154,992459,1023154,2023-04-04T00:00:00.000Z
,1011989,986689,1011989,2023-04-03T00:00:00.000Z
,1025539,999900,1025539,2023-04-01T00:00:00.000Z
,1025531,999892,1025531,2023-03-31T00:00:00.000Z
,1019593,994103,1019593,2023-03-30T00:00:00.000Z
,1028473,1002761,1028473,2023-03-29T00:00:00.000Z
,1024508,998895,1024508,2023-03-28T00:00:00.000Z
,1032720,1006902,1032720,2023-03-27T00:00:00.000Z
,1027433,1001747,1027433,2023-03-24T00:00:00.000Z
,1029275,1003543,1029275,2023-03-23T00:00:00.000Z
,1029383,1003648,1029383,2023-03-22T00:00:00.000Z
,1029414,1003678,1029414,2023-03-21T00:00:00.000Z
,1029443,1003706,1029443,2023-03-20T00:00:00.000Z
,1004580,979465,1004580,2023-03-18T00:00:00.000Z
,1004522,979408,1004522,2023-03-17T00:00:00.000Z
,1010532,985268,1010532,2023-03-16T00:00:00.000Z
,1001603,976562,1001603,2023-03-15T00:00:00.000Z
,1002589,977524,1002589,2023-03-14T00:00:00.000Z
,1001174,976144,1001174,2023-03-13T00:00:00.000Z
,980341,955832,980341,2023-03-11T00:00:00.000Z
,980337,955828,980337,2023-03-10T00:00:00.000Z
,971330,947046,971330,2023-03-09T00:00:00.000Z
,968278,944071,968278,2023-03-08T00:00:00.000Z
,980363,955853,980363,2023-03-07T00:00:00.000Z
,981375,956840,981375,2023-03-06T00:00:00.000Z
,975267,950885,975267,2023-03-04T00:00:00.000Z
,975277,950895,975277,2023-03-03T00:00:00.000Z
,974330,949971,974330,2023-03-02T00:00:00.000Z
,971233,946952,971233,2023-03-01T00:00:00.000Z
,966313,942155,966313,2023-02-28T00:00:00.000Z
,959358,935374,959358,2023-02-27T00:00:00.000Z
,963343,939259,963343,2023-02-25T00:00:00.000Z
,963344,939260,963344,2023-02-24T00:00:00.000Z
,962311,938253,962311,2023-02-23T00:00:00.000Z
,966276,942119,966276,2023-02-22T00:00:00.000Z
,969282,945049,969282,2023-02-21T00:00:00.000Z
,967265,943083,967265,2023-02-20T00:00:00.000Z
,966282,942124,966282,2023-02-18T00:00:00.000Z
,966288,942130,966288,2023-02-17T00:00:00.000Z
,966255,942098,966255,2023-02-16T00:00:00.000Z
,976281,951873,976281,2023-02-15T00:00:00.000Z
,974303,949945,974303,2023-02-14T00:00:00.000Z
,976359,951950,976359,2023-02-13T00:00:00.000Z
,976349,951940,976349,2023-02-11T00:00:00.000Z
,976337,951928,976337,2023-02-10T00:00:00.000Z
,980303,955795,980303,2023-02-09T00:00:00.000Z
,975335,950951,975335,2023-02-08T00:00:00.000Z
,965409,941273,965409,2023-02-07T00:00:00.000Z
,964423,940312,964423,2023-02-06T00:00:00.000Z
,976581,952166,976581,2023-02-04T00:00:00.000Z
,976540,952126,976540,2023-02-03T00:00:00.000Z
,987428,962742,987428,2023-02-02T00:00:00.000Z
,975541,951152,975541,2023-02-01T00:00:00.000Z
,975547,951158,975547,2023-01-31T00:00:00.000Z
,976493,952080,976493,2023-01-30T00:00:00.000Z
,977601,953160,977601,2023-01-28T00:00:00.000Z
,977608,953167,977608,2023-01-27T00:00:00.000Z
,982563,957998,982563,2023-01-26T00:00:00.000Z
,986531,961867,986531,2023-01-25T00:00:00.000Z
,986483,961820,986483,2023-01-24T00:00:00.000Z
,986538,961874,986538,2023-01-23T00:00:00.000Z
,986427,961766,986427,2023-01-21T00:00:00.000Z
,986442,961780,986442,2023-01-20T00:00:00.000Z
,977546,953107,977546,2023-01-19T00:00:00.000Z
,972508,948195,972508,2023-01-18T00:00:00.000Z
,979623,955132,979623,2023-01-17T00:00:00.000Z
,988539,963825,988539,2023-01-16T00:00:00.000Z
,987394,962709,987394,2023-01-14T00:00:00.000Z
,987412,962726,987412,2023-01-13T00:00:00.000Z
,982439,957878,982439,2023-01-12T00:00:00.000Z
,982535,957971,982535,2023-01-11T00:00:00.000Z
,982564,957999,982564,2023-01-10T00:00:00.000Z
,980583,956068,980583,2023-01-09T00:00:00.000Z
,969581,945341,969581,2023-01-07T00:00:00.000Z
,969608,945367,969608,2023-01-06T00:00:00.000Z
,976543,952129,976543,2023-01-05T00:00:00.000Z
,971548,947259,971548,2023-01-04T00:00:00.000Z
,970373,946113,970373,2023-01-03T00:00:00.000Z
,969372,945137,969372,2023-01-02T00:00:00.000Z
,964380,940270,964380,2022-12-31T00:00:00.000Z
,964362,940252,964362,2022-12-30T00:00:00.000Z
,959437,935451,959437,2022-12-29T00:00:00.000Z
,961549,937510,961549,2022-12-28T00:00:00.000Z
,954401,930540,954401,2022-12-27T00:00:00.000Z
,951403,927617,951403,2022-12-26T00:00:00.000Z
,949342,925608,949342,2022-12-24T00:00:00.000Z
,949346,925612,949346,2022-12-23T00:00:00.000Z
,959432,935446,959432,2022-12-22T00:00:00.000Z
,960432,936421,960432,2022-12-21T00:00:00.000Z
,950354,926595,950354,2022-12-20T00:00:00.000Z
,951371,927586,951371,2022-12-19T00:00:00.000Z
,946424,922763,946424,2022-12-17T00:00:00.000Z
,946419,922758,946419,2022-12-16T00:00:00.000Z
,952405,928594,952405,2022-12-15T00:00:00.000Z
,952379,928569,952379,2022-12-14T00:00:00.000Z
,943397,919812,943397,2022-12-13T00:00:00.000Z
,945446,921809,945446,2022-12-12T00:00:00.000Z
,945406,921770,945406,2022-12-10T00:00:00.000Z
,945413,921777,945413,2022-12-09T00:00:00.000Z
,941435,917899,941435,2022-12-08T00:00:00.000Z
,931496,908208,931496,2022-12-07T00:00:00.000Z
,931509,908221,931509,2022-12-06T00:00:00.000Z
,944333,920724,944333,2022-12-05T00:00:00.000Z
,944313,920705,944313,2022-12-03T00:00:00.000Z
,944352,920743,944352,2022-12-02T00:00:00.000Z
,934216,910860,934216,2022-12-01T00:00:00.000Z
,927293,904110,927293,2022-11-30T00:00:00.000Z
,924313,901205,924313,2022-11-29T00:00:00.000Z
,926367,903207,926367,2022-11-28T00:00:00.000Z
,926355,903196,926355,2022-11-26T00:00:00.000Z
,926363,903203,926363,2022-11-25T00:00:00.000Z
,927318,904135,927318,2022-11-24T00:00:00.000Z
,924260,901153,924260,2022-11-23T00:00:00.000Z
,922184,899129,922184,2022-11-22T00:00:00.000Z
,931385,908100,931385,2022-11-21T00:00:00.000Z
,934446,911084,934446,2022-11-19T00:00:00.000Z
,934437,911076,934437,2022-11-18T00:00:00.000Z
,935550,912161,935550,2022-11-17T00:00:00.000Z
,935550,912161,935550,2022-11-16T00:00:00.000Z
,926438,903277,926438,2022-11-15T00:00:00.000Z
,923400,900315,923400,2022-11-14T00:00:00.000Z
,925222,902091,925222,2022-11-12T00:00:00.000Z
,925222,902091,925222,2022-11-11T00:00:00.000Z
,911950,889151,911950,2022-11-10T00:00:00.000Z
,911147,888368,911147,2022-11-09T00:00:00.000Z
,901601,879060,901601,2022-11-08T00:00:00.000Z
,901303,878770,901303,2022-11-07T00:00:00.000Z
,892684,870366,892684,2022-11-05T00:00:00.000Z
,892681,870363,892681,2022-11-04T00:00:00.000Z
,892168,869863,892168,2022-11-03T00:00:00.000Z
,895169,872789,895169,2022-11-02T00:00:00.000Z
,889220,866989,889220,2022-11-01T00:00:00.000Z
,891607,869316,891607,2022-10-31T00:00:00.000Z
,896664,874247,896664,2022-10-29T00:00:00.000Z
,896679,874262,896679,2022-10-28T00:00:00.000Z
,898865,876393,898865,2022-10-27T00:00:00.000Z
,894445,872083,894445,2022-10-26T00:00:00.000Z
,894969,872594,894969,2022-10-25T00:00:00.000Z
,897977,875527,897977,2022-10-24T00:00:00.000Z
,890478,868216,890478,2022-10-22T00:00:00.000Z
,890614,868348,890614,2022-10-21T00:00:00.000Z
,887611,865420,887611,2022-10-20T00:00:00.000Z
,892994,870669,892994,2022-10-19T00:00:00.000Z
