date,buy
2019-04-05,0.008223206030718522
2019-04-08,0.009145009789859049
2019-04-08,0.00950877091454233
2019-04-09,0.010341012275560058
2019-04-09,0.01140267116407695
2019-04-10,0.010753688248448856
2019-04-10,0.011541837351929207
2019-04-11,0.012637943316647138
2019-04-11,0.011788478417528891
2019-04-12,0.008470536037842147
2019-04-12,0.008318968902557455
2019-04-15,0.005801576573783551
2019-04-15,0.00410815830773914
2019-04-16,0.0036982381009464382
2019-04-16,0.0036982381009464382
2019-04-18,4.7536965157468636e-05
2019-04-18,0.0011939356611289642
2019-04-22,0.0007447457874670271
2019-04-22,0.0007743702729999802
2019-04-23,0.001021011338599609
2019-04-23,0.001021011338599609
2019-04-24,0.0
2019-04-24,0.0005125724938718768
2019-04-25,0.0019290362672597094
2019-04-25,0.0018684094131458107
2019-04-26,0.0055501129175157815
2019-04-26,0.005155349424251554
2019-04-29,0.0072221739963155285
2019-04-29,0.005853247188085164
2019-04-30,0.006313460126131376
2019-04-30,0.007135367364288825
2019-05-02,0.004959690031429487
2019-05-02,0.0038002014465016165
2019-05-03,0.004292794636176878
2019-05-03,0.004719938381070099
2019-05-06,0.008126065275831484
2019-05-06,0.00846295768107791
2019-05-07,0.009163611211007616
2019-05-07,0.009378560966502247
2019-05-08,0.010206668678375885
2019-05-08,0.01054356108362231
2019-05-09,0.008995509479146402
2019-05-09,0.009915246413714884
2019-05-10,0.011244214613552017
2019-05-10,0.011490855679151646
2019-05-13,0.01085427371095593
2019-05-13,0.010547005791242459
2019-05-14,0.015063017481202201
2019-05-14,0.014602115601631938
2019-05-15,0.017543895909203022
2019-05-15,0.017729221179164756
2019-05-16,0.017620368418369392
2019-05-16,0.018085403947083745
2019-05-17,0.01540404353559277
2019-05-20,0.011401982222552898
2019-05-21,0.013858058755688907
2019-05-22,0.013840835217588388
2019-05-23,0.015131911633604334
2019-05-24,0.016725433378665666
2019-05-27,0.01590283719898422
2019-05-28,0.014353407711460264
2019-05-29,0.014334806290311697
2019-05-31,0.018050956870882706
2019-06-10,0.025291732288346802
2019-06-11,0.023009957960788197
2019-06-12,0.02672335277526311
2019-06-13,0.026748843611651918
2019-06-14,0.030830133199954257
2019-06-17,0.028708882247492573
2019-06-18,0.03264962776489455
2019-06-19,0.031892481029995146
2019-06-20,0.03464755818455639
2019-06-21,0.04173469964216375
2019-06-24,0.04602129380462444
2019-06-25,0.05489692745859115
2019-06-26,0.047855256141569213
2019-06-27,0.04502508436088959
2019-06-28,0.04951904992208073
2019-07-01,0.038034394716645215
2019-07-02,0.04028309985105083
2019-07-03,0.05046083298541787
2019-07-04,0.047074685394853044
2019-07-05,0.04702301478055143
2019-07-08,0.0440791676484083
2019-07-09,0.039920716609415596
2019-07-10,0.040670973929074816
2019-07-11,0.04986696539171148
2019-07-12,0.043901420735210805
2019-07-15,0.04471299385050792
2019-07-16,0.04108296096043956
2019-07-17,0.03731996235623514
2019-07-18,0.04422384536845281
2019-07-19,0.049765690987680355
2019-07-22,0.04484044803245191
2019-07-23,0.04284320655431406
2019-07-24,0.045467384819311285
2019-07-25,0.04697685569844201
2019-07-26,0.04375743195669035
2019-07-29,0.04478119906138606
2019-07-30,0.046937586031572776
2019-07-31,0.04885008770225602
2019-08-01,0.04115254405436575
2019-08-02,0.05325311298227625
2019-08-05,0.06242292466700011
2019-08-06,0.06537366121438343
2019-08-07,0.07418866801423629
2019-08-08,0.07584281661341147
2019-08-09,0.07694856775946568
2019-08-12,0.07601711881898887
2019-08-13,0.08412389373214779
2019-08-14,0.07959617003627967
2019-08-15,0.08117315718476448
2019-08-16,0.08217350027764342
2019-08-19,0.07753830170402798
2019-08-20,0.0765600047399177
2019-08-21,0.07700161625681534
2019-08-22,0.07703261862539629
2019-08-23,0.07564577933754135
2019-08-26,0.08429061758096096
2019-08-27,0.08694235350691903
2019-08-28,0.08966505040985129
2019-08-29,0.08975530174949808
2019-08-30,0.08487070634418692
2019-09-02,0.08359960923236759
2019-09-03,0.08541428120663974
2019-09-04,0.08797645473447502
2019-09-05,0.08809977526727486
2019-09-06,0.07636296746404758
2019-09-09,0.08131094548956874
2019-09-10,0.08262406803435335
2019-09-11,0.08337501429553662
2019-09-12,0.08644562666809963
2019-09-13,0.08334332298543162
2019-09-16,0.08475151946053122
2019-09-17,0.08585727060658543
2019-09-18,0.08644355984352758
2019-09-19,0.08582420141343244
2019-09-20,0.08786277938301151
2019-09-23,0.09228853973332451
2019-09-24,0.09303259657926755
2019-09-25,0.09735777146707342
2019-09-26,0.09075564484237708
2019-09-27,0.0884566469767179
2019-09-30,0.0851710848486602
2019-10-01,0.07885486895643268
2019-10-02,0.08499884946765485
2019-10-03,0.0897160320826289
2019-10-04,0.09144389742487435
2019-10-07,0.08956308706429617
2019-10-08,0.08855172090703284
2019-10-09,0.09110976078572403
2019-10-10,0.09128406299130143
2019-10-11,0.08785588996777133
2019-10-14,0.08442633906119312
2019-10-15,0.08674600517257297
2019-10-16,0.08417487540492535
2019-10-17,0.08477425453082393
2019-10-18,0.08374773166003213
2019-10-21,0.0823595144891292
2019-10-22,0.07983109909597091
2019-10-23,0.08219899111403223
2019-10-24,0.08161270187709008
2019-10-25,0.08592134216831943
2019-10-28,0.08577666444827492
2019-10-29,0.08263095744959359
2019-10-30,0.08195372793148059
2019-10-31,0.08481765784683726
2019-11-01,0.08940049686462709
2019-11-04,0.08779181840603734
2019-11-05,0.08458203984562196
2019-11-06,0.08092376035306875
2019-11-07,0.08283075049155975
2019-11-08,0.07715387233362403
2019-11-11,0.07530130857553069
2019-11-12,0.07278116048066069
2019-11-13,0.07604536542147372
2019-11-14,0.07908773119155194
2019-11-15,0.07719245305896927
2019-11-18,0.07550247950054495
2019-11-19,0.07885831366405283
2019-11-20,0.08188965636974666
2019-11-21,0.0808087071185572
2019-11-22,0.07820864180690068
2019-11-25,0.07507946940479587
2019-11-26,0.07448215710346934
2019-11-27,0.07527719562218999
2019-11-28,0.07506775739888749
2019-11-29,0.074857630234061
2019-12-02,0.07520003417149956
2019-12-03,0.0776168410377664
2019-12-04,0.08361407700437201
2019-12-05,0.07982214285615863
2019-12-06,0.07794753296929663
2019-12-09,0.07405845806619626
2019-12-10,0.07380837229297649
2019-12-11,0.07510633812423267
2019-12-12,0.07750040992020679
2019-12-13,0.07583386037359918
2019-12-16,0.07747354120076994
2019-12-17,0.07915731428547806
2019-12-18,0.07848835206565336
2019-12-19,0.07647664281551109
2019-12-20,0.07741635905427618
2019-12-23,0.07905603988144694
2019-12-26,0.08559133917831319
2019-12-27,0.08624101103546533
2019-12-30,0.08647869586125267
2019-12-31,0.0892158605361894
2020-01-02,0.08721655223347952
2020-01-03,0.09462749620737687
2020-01-06,0.10619895804483903
2020-01-07,0.1013860125580261
2020-01-08,0.10707460272187014
2020-01-09,0.0935871945061047
2020-01-10,0.09313938251549081
2020-01-13,0.08925030761239044
2020-01-14,0.08560098435964952
2020-01-15,0.08977872576131479
2020-01-16,0.08812113245451952
2020-01-17,0.08931713494022053
2020-01-20,0.09006670331835576
2020-01-21,0.08841875519289671
2020-01-22,0.08970707584281662
2020-01-23,0.0876099378436957
2020-01-24,0.08841186577765653
2020-01-27,0.09365608865850683
2020-01-28,0.09518140519269003
2020-01-29,0.09175185428611188
2020-01-30,0.0962499534964471
2020-01-31,0.09541013377866514
2020-02-03,0.0964566359536535
2020-02-04,0.09614592332631988
2020-02-05,0.09075702272542507
2020-02-06,0.0897491012757819
2020-02-07,0.09131162065226228
2020-02-10,0.09582694340069803
2020-02-11,0.0932668366974348
2020-02-12,0.0905379393207863
2020-02-13,0.09451450979743742
2020-02-14,0.0954928067615477
2020-02-17,0.09649659456204673
2020-02-18,0.09798815296155289
2020-02-19,0.10571394321192806
2020-02-20,0.10766640349100448
2020-02-21,0.11614520682713492
2020-02-24,0.13252961415141007
2020-02-25,0.12246417848545854
2020-02-26,0.12466465771318258
2020-02-27,0.12572769448474752
2020-02-28,0.1306267576620631
2020-03-02,0.12760299331313352
2020-03-03,0.11736187755855654
2020-03-04,0.12810109803500092
2020-03-05,0.12883275393351157
2020-03-06,0.14487751308644425
2020-03-09,0.14778140161019415
2020-03-10,0.14518271418158568
2020-03-11,0.14028709571189013
2020-03-12,0.12013142248512232
2020-03-13,0.1347466279757107
2020-03-14,0.11780555590002628
2020-03-16,0.11980004161206803
2020-03-17,0.11060405014943142
2020-03-18,0.11859921653569883
2020-03-19,0.10860818655434162
2020-03-20,0.14328605816595497
2020-03-23,0.1440597394974309
2020-03-24,0.19374344644375274
2020-03-26,0.18096220329010915
2020-03-27,0.17885817587574804
2020-03-30,0.18164907798955843
2020-03-31,0.184448247401657
2020-04-01,0.1831020556637194
2020-04-02,0.18606725998310714
2020-04-03,0.1918323226561176
2020-04-06,0.20383988447828527
2020-04-07,0.20743753711672464
2020-04-08,0.2090682617040831
2020-04-09,0.2166032151523043
2020-04-10,0.2278012706837469
2020-04-13,0.21981712736186376
2020-04-14,0.21939756197373472
2020-04-15,0.2135215797153569
2020-04-16,0.22465211897744541
2020-04-17,0.21050539372319155
2020-04-20,0.19621743545651327
2020-04-21,0.20576892074554498
2020-04-22,0.21192668008724758
2020-04-23,0.21685261198399997
2020-04-24,0.21477476434755172
2020-04-27,0.20741342416338382
2020-04-28,0.20337347106652282
2020-04-29,0.20032352693968036
2020-04-30,0.19662528883873398
2020-05-04,0.1921540583478355
2020-05-05,0.18838141456229474
2020-05-06,0.1906301196967004
2020-05-08,0.19218161600879635
2020-05-09,0.18943962874319153
2020-05-11,0.18357811425681814
2020-05-12,0.18779030273468444
2020-05-13,0.18864390128294684
2020-05-14,0.19509997230455067
2020-05-15,0.20118401490318305
2020-05-16,0.20205277016497392
2020-05-18,0.1989594227221182
2020-05-19,0.19657981869814856
2020-05-20,0.19847027424006303
2020-05-21,0.19331423587428742
2020-05-22,0.19316611344662282
2020-05-23,0.19347682607395644
2020-05-25,0.1919845787329263
2020-05-26,0.18616371179647018
2020-05-27,0.1796167004936955
2020-05-28,0.18955605986075108
2020-05-29,0.1894251609711871
2020-05-30,0.18856605089073253
2020-06-01,0.190552269304486
2020-06-02,0.17977860175184046
2020-06-03,0.16379584733606978
2020-06-04,0.1744145030458104
2020-06-05,0.15296844234455065
2020-06-06,0.15538524921081742
2020-06-08,0.162703875020496
2020-06-09,0.16801905887832047
2020-06-10,0.16424503720973171
2020-06-11,0.16637179969438554
2020-06-12,0.17399769342377758
2020-06-13,0.1720252538405045
2020-06-15,0.17053782909014248
2020-06-16,0.1691089643693222
2020-06-17,0.17154781736435776
2020-06-18,0.16881478633856517
2020-06-19,0.17791294810479075
2020-06-20,0.17778549392284682
2020-06-22,0.17695256362030498
2020-06-23,0.18465837456648349
2020-06-24,0.1776525282087107
2020-06-25,0.17806795994769553
2020-06-26,0.18137970185366603
2020-06-27,0.18348579609259918
2020-06-28,0.18341483511562506
2020-06-29,0.1832543117405281
2020-06-30,0.19240414412105533
2020-07-01,0.18348786291717134
2020-07-02,0.19384058719863972
2020-07-03,0.19685195060013694
2020-07-06,0.1976642126569581
2020-07-07,0.20020089534840457
2020-07-08,0.20349403583322656
2020-07-09,0.2013610728748565
2020-07-10,0.20386330849010192
2020-07-11,0.2027313775661349
2020-07-13,0.2021781575223458
2020-07-14,0.20462941146481373
2020-07-15,0.20430492000699962
2020-07-16,0.20588466292158047
2020-07-17,0.2114671560907253
2020-07-18,0.2133100746674823
2020-07-20,0.2145701487149173
2020-07-21,0.2198825768066458
2020-07-22,0.2199742060293406
2020-07-23,0.2274726455767887
2020-07-24,0.23094491085785618
2020-07-25,0.23133002916978407
2020-07-27,0.2445280819454606
2020-07-28,0.2402469993151921
2020-07-29,0.24331485592165902
2020-07-30,0.24525147054568297
2020-07-31,0.25467136800362655
2020-08-01,0.2551295141171007
2020-08-03,0.25659007014802593
2020-08-04,0.26687803392623644
2020-08-05,0.27705507811907937
2020-08-06,0.28351597173135135
2020-08-07,0.2798590701218462
2020-08-08,0.2801553149771754
2020-08-10,0.2832638191335596
2020-08-11,0.2566686094817644
2020-08-12,0.2540258297956186
2020-08-13,0.265023403343571
2020-08-14,0.2650110023961386
2020-08-15,0.2654161000122631
2020-08-17,0.28038335462162645
2020-08-18,0.2795449127868924
2020-08-19,0.264216652818942
2020-08-20,0.24975232552211435
2020-08-21,0.24599346056705396
2020-08-22,0.2507878046327183
2020-08-24,0.2540464980413393
2020-08-25,0.24510334811801837
2020-08-26,0.25664656335299574
2020-08-27,0.2697633210288377
2020-08-28,0.26756421968416166
2020-08-29,0.2665473419947062
2020-08-31,0.260790546619984
2020-09-01,0.2615594053607918
2020-09-02,0.26158971878784876
2020-09-03,0.25979227035167707
2020-09-04,0.2584281661341149
2020-09-05,0.26049636858922687
2020-09-07,0.2621436277731618
2020-09-08,0.2619245443685231
2020-09-09,0.26812984067538315
2020-09-10,0.271453983528786
2020-09-11,0.27159659442425843
2020-09-12,0.26843779753662067
2020-09-14,0.27230551525247637
2020-09-15,0.2730185697298384
2020-09-16,0.2728869818987504
2020-09-17,0.26545054708846416
2020-09-18,0.26815670939481995
2020-09-21,0.2456145427288422
2020-09-22,0.2593272348229627
2020-09-23,0.24996245268694084
2020-09-24,0.2560988548413987
2020-09-25,0.2513079554833545
2020-09-26,0.25173647711129576
2020-09-28,0.25981156071434963
2020-09-29,0.2609724271823256
2020-09-30,0.2603758038225231
2020-10-01,0.26302753974848125
2020-10-02,0.2598163833050178
2020-10-03,0.25910884035984794
2020-10-05,0.2645128976742712
2020-10-06,0.25506061996469864
2020-10-07,0.2514505663788269
2020-10-08,0.25316603077363997
2020-10-09,0.2660292579686421
2020-10-10,0.2669159257100575
2020-10-12,0.25249155702162307
2020-10-13,0.2480823312678866
2020-10-14,0.2562421546783952
2020-10-15,0.25711917723847433
2020-10-16,0.2584226546019227
2020-10-17,0.2580189348688462
2020-10-19,0.2568353333305775
2020-10-20,0.2549049191802698
2020-10-21,0.26300893832733263
2020-10-22,0.2537337185894335
2020-10-23,0.2539817375380812
2020-10-24,0.25555321315437385
2020-10-26,0.25655080048115675
2020-10-27,0.2581505226999342
2020-10-28,0.24676989766462598
2020-10-29,0.2471694837485584
2020-10-30,0.24941405523381988
2020-10-31,0.2483758203571197
2020-11-02,0.2528250047192494
2020-11-03,0.2518949336618206
2020-11-04,0.2530998923873339
2020-11-05,0.2564474592525535
2020-11-06,0.2516606935436534
2020-11-07,0.25419875411814796
2020-11-09,0.22143269523569376
2020-11-10,0.22303861792818747
2020-11-11,0.2208760304842845
2020-11-12,0.23247229421661142
2020-11-13,0.23771651709746178
2020-11-14,0.23752016876311566
2020-11-16,0.22937963571527975
2020-11-17,0.22867415959468196
2020-11-18,0.2280244877375298
2020-11-19,0.2223097177957729
2020-11-20,0.23140443485437845
2020-11-21,0.23075062934808221
2020-11-23,0.21447300796003033
2020-11-24,0.20764284169088298
2020-11-25,0.20758221483676909
2020-11-26,0.2073624424906063
2020-11-27,0.1986859129370817
2020-11-28,0.19989018272107095
2020-11-30,0.19561323373994666
2020-12-01,0.2076910675975644
2020-12-02,0.2127258522551123
2020-12-03,0.21627665686991815
2020-12-04,0.21836621651227484
2020-12-05,0.21794320641652576
2020-12-07,0.2228402027692693
2020-12-08,0.22278302062277555
2020-12-09,0.21373859629542358
2020-12-10,0.21206860204119593
2020-12-11,0.21429870575445298
2020-12-12,0.21230077533479108
2020-12-14,0.2099824871064594
2020-12-15,0.21678578465616993
2020-12-16,0.21810510767467073
2020-12-17,0.22931349732897366
2020-12-18,0.22552983047904862
2020-12-20,0.22403000478125412
2020-12-21,0.22124599208268403
2020-12-22,0.22079886903359414
2020-12-23,0.22274306201438232
2020-12-24,0.22174754151217146
2020-12-25,0.22309580007468122
2020-12-28,0.2257737157785521
2020-12-29,0.22057565197981122
2020-12-30,0.2186211248761627
2020-12-31,0.2231013116068734
2021-01-01,0.2273059217279756
2021-01-02,0.22777784667193013
2021-01-04,0.23057150455183661
2021-01-05,0.23107305398132416
2021-01-06,0.22025047158047317
2021-01-07,0.22151261245248022
2021-01-08,0.20716127156559205
2021-01-09,0.20240481928374887
2021-01-11,0.20925220909099673
2021-01-12,0.20999488805389177
2021-01-13,0.21096698454428586
2021-01-14,0.20737966602870683
2021-01-15,0.2027706472330041
2021-01-16,0.2012398191666288
2021-01-18,0.2081891723194319
2021-01-19,0.21081059481833297
2021-01-20,0.2169731767507037
2021-01-21,0.21535278628620558
2021-01-22,0.2124716328327484
2021-01-23,0.2127272301381603
2021-01-25,0.2118267835662645
2021-01-26,0.21475685186792715
2021-01-27,0.21093736005875297
2021-01-28,0.21659839256163615
2021-01-29,0.21444338347449743
2021-01-30,0.21034693717266661
2021-02-01,0.21534520792944134
2021-02-02,0.20547129800716768
2021-02-03,0.20418366629877183
2021-02-04,0.1910999778160829
2021-02-05,0.20313509729921142
2021-02-06,0.20517298632726655
2021-02-08,0.21226632825859004
2021-02-09,0.21012854270955184
2021-02-10,0.21168623949536414
2021-02-11,0.2121822773926595
2021-02-12,0.20306689208833328
2021-02-13,0.20680302197310096
2021-02-15,0.2025563864190335
2021-02-16,0.20017264874591978
2021-02-17,0.19349542749510507
2021-02-18,0.19275412641525813
2021-02-19,0.1970420984607668
2021-02-20,0.19577789076418772
2021-02-22,0.20694425498552538
2021-02-23,0.2039039560400192
2021-02-24,0.1975188459953896
2021-02-25,0.1874947468208793
2021-02-26,0.18797218329702614
2021-02-27,0.18431252592142477
2021-03-01,0.1915443450990767
2021-03-02,0.18901386288134636
2021-03-03,0.18038004770231109
2021-03-04,0.1857138329812842
2021-03-05,0.17861566845929244
2021-03-06,0.18013547346128356
2021-03-08,0.17598115607143494
2021-03-09,0.19036694403452425
2021-03-10,0.18826429450321114
2021-03-11,0.19005485352414253
2021-03-12,0.18135558890032533
2021-03-13,0.18815544174241572
2021-03-15,0.18941138214070663
2021-03-16,0.19280855279565579
2021-03-17,0.19126050119117988
